SalePrice,MSSubClass,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF
143000,120,4426,6,5,2004,2004,169,662,186,848,848,0,848,1,1,0,1,3,0,2004,2,420,160,0
281000,60,11065,8,5,2006,2006,788,0,1085,1085,1120,850,1970,0,2,1,3,8,1,2006,3,753,177,74
372500,20,11844,8,5,2008,2008,464,0,2046,2046,2046,0,2046,0,2,1,3,7,1,2008,3,834,322,82
235000,60,10316,7,5,2000,2000,0,735,257,992,992,873,1865,1,2,1,3,7,1,2000,3,839,0,184
214500,75,11888,6,6,1916,1994,0,0,844,844,1445,689,2134,0,2,0,5,10,0,1930,2,441,0,60
260000,60,9900,7,5,1993,1993,256,987,360,1347,1372,1274,2646,1,2,1,4,9,1,1993,3,656,340,60
149700,20,7407,6,7,1957,1996,0,600,312,912,1236,0,1236,1,1,0,2,6,0,1957,2,923,0,158
131000,20,8885,5,5,1983,1983,0,301,239,864,902,0,902,1,1,0,2,5,0,1983,2,484,164,0
144000,20,12968,5,6,1962,1962,0,737,175,912,912,0,912,1,1,0,2,4,0,1962,1,352,140,0
215000,20,31770,6,5,1960,1960,112,639,441,1080,1656,0,1656,1,1,0,3,7,2,1960,2,528,210,62
176000,80,19296,6,5,1962,1962,399,672,0,1362,1382,0,1382,1,1,0,3,6,1,1991,2,884,0,0
144000,90,8400,5,5,1977,1977,320,0,0,0,2020,0,2020,0,2,0,4,10,2,1977,2,630,0,0
155000,80,8816,6,7,1971,1971,80,504,506,1010,1052,0,1052,1,1,0,3,6,0,1971,2,440,0,0
290000,60,12257,8,5,1995,1995,513,56,1198,1318,1328,1203,2531,0,2,1,4,9,1,1995,3,752,222,98
230000,60,9066,8,5,1999,2000,320,668,336,1004,1004,848,1852,0,2,1,3,7,2,1999,3,660,224,106
290000,20,10182,8,5,2006,2006,420,1220,440,1660,1660,0,1660,1,2,0,3,8,1,2006,2,500,322,50
328900,120,5119,9,5,1999,2000,60,1238,460,1698,1709,0,1709,1,2,0,2,5,1,1999,2,506,97,65
142000,20,6768,6,8,1961,1996,0,832,80,912,912,0,912,1,1,0,3,5,0,1962,1,288,168,0
231500,60,15426,6,5,1997,1997,0,821,107,928,928,836,1764,1,2,1,3,7,0,1997,2,470,276,99
162000,60,12936,6,6,1972,1972,0,593,130,723,735,660,1395,0,1,1,3,6,1,1972,2,497,294,116
133000,20,7500,5,5,1963,1963,0,824,216,1040,1040,0,1040,1,1,1,3,5,0,1963,1,308,0,0
386250,20,13472,10,5,2003,2003,922,56,2336,2392,2392,0,2392,0,2,0,3,8,1,2003,3,968,248,105
110500,30,6000,6,6,1925,1980,0,397,706,1103,1103,0,1103,0,1,0,2,5,1,1976,2,440,166,120
339750,60,10800,8,5,2007,2008,100,789,245,1034,1050,1028,2078,1,2,1,3,8,1,2008,3,836,0,102
87000,45,5000,5,6,1941,1950,0,116,604,720,803,0,803,0,1,0,2,5,0,1941,2,360,0,0
158500,20,14000,6,8,1950,2004,0,0,1092,1092,1152,0,1152,0,1,0,3,6,1,1950,1,300,0,36
170000,85,10625,7,6,1974,1974,81,885,0,1053,1173,0,1173,1,2,0,3,6,2,1974,2,528,0,120
55000,190,5600,4,5,1930,1950,0,0,0,0,372,720,1092,0,2,0,3,7,0,1980,0,0,0,0
138887,70,13132,5,5,1914,1950,0,0,747,747,892,892,1784,0,1,1,4,9,0,1914,1,180,203,40
170000,80,10192,7,6,1968,1992,143,0,570,570,1222,698,1920,0,3,0,4,8,1,1968,2,487,0,98
240000,20,14859,7,5,2006,2006,27,0,1670,1670,1670,0,1670,0,2,0,3,7,1,2006,3,690,144,60
147400,160,2544,7,5,2005,2005,0,0,600,600,520,623,1223,0,2,1,2,4,0,2005,2,480,0,166
289000,20,15602,7,8,1959,1997,0,1247,254,1501,1801,0,1801,1,2,0,1,6,2,1959,2,484,0,54
135000,90,9246,5,5,1973,1973,564,0,1656,1656,1656,0,1656,0,2,0,4,8,0,1973,2,506,0,211
140000,70,9550,7,5,1915,1970,0,216,540,756,961,756,1717,1,1,0,3,7,1,1998,3,642,0,35
333168,60,14774,9,5,1999,1999,165,0,1393,1393,1422,1177,2599,0,2,1,4,10,1,1999,3,779,668,30
146500,70,9480,5,7,1942,1995,224,386,342,728,888,756,1644,0,1,1,3,7,2,1942,1,312,168,0
354000,60,12099,8,5,2004,2004,388,970,166,1136,1136,1332,2468,1,2,1,4,10,1,2004,3,872,184,154
143000,50,14115,5,5,1993,1995,0,732,64,796,796,566,1362,1,1,1,1,5,0,1993,2,480,40,30
265900,20,9037,8,5,2006,2006,32,428,1048,1476,1484,0,1484,0,2,0,2,6,1,2006,2,472,120,33
146000,20,9230,5,8,1965,1998,166,661,203,864,1200,0,1200,1,1,1,1,6,0,1977,2,884,0,64
165000,20,10140,6,5,1974,1974,174,0,1064,1064,1350,0,1350,0,2,0,3,7,1,1974,2,478,0,0
82000,90,6040,4,5,1955,1955,0,0,0,0,1152,0,1152,0,2,0,2,6,0,1980,0,0,0,0
213250,20,10140,7,5,1998,1999,0,144,379,1650,1680,0,1680,1,2,0,3,7,1,1998,2,583,78,73
79000,50,5000,5,4,1900,1950,0,0,540,540,889,551,1440,0,1,0,3,6,0,1940,1,352,0,0
143000,20,10355,5,5,1967,1967,196,695,519,1214,1214,0,1214,0,2,0,3,5,1,1967,1,318,0,111
130500,60,13517,6,8,1976,2005,289,533,192,725,725,754,1479,0,2,1,3,6,0,1976,2,475,0,44
239900,60,10463,8,5,2005,2005,0,0,893,893,901,900,1801,0,2,1,3,8,1,2005,3,800,0,116
177500,70,7500,6,7,1942,1950,0,547,224,771,753,741,1494,0,1,0,3,7,2,1942,1,213,0,0
262280,60,11839,7,5,1990,1990,99,1085,390,1475,1532,797,2329,1,2,1,4,10,1,1990,2,514,192,121
227000,20,10000,8,5,2006,2006,410,0,1588,1588,1588,0,1588,0,2,0,3,7,1,2006,3,825,144,45
159500,20,8910,6,6,1959,1959,0,655,0,655,1194,0,1194,0,1,0,3,6,1,1954,2,539,0,0
217000,20,9236,6,5,1997,1997,0,1200,279,1479,1494,0,1494,1,2,0,3,6,0,1997,2,576,168,27
410000,50,14720,8,5,1995,1996,579,816,1217,2033,2053,1185,3238,1,2,1,4,9,1,1996,3,666,283,86
148000,85,8846,5,5,1996,1996,0,298,572,870,914,0,914,0,1,0,2,5,0,1998,2,576,0,0
178000,70,9600,7,7,1925,1990,0,16,712,728,832,809,1641,0,1,1,3,6,1,1925,2,546,0,0
162900,50,6240,5,7,1930,1992,0,0,1078,1078,1128,445,1573,0,2,0,3,8,1,1930,2,360,0,0
187500,80,14115,7,5,1980,1980,225,1036,336,1372,1472,0,1472,1,2,0,3,6,2,1980,2,588,233,48
160000,50,12508,6,7,1940,1985,0,660,323,983,983,767,1750,1,2,0,4,7,0,1989,1,423,245,0
212000,60,10769,8,5,2007,2007,0,20,846,866,866,902,1768,0,2,1,3,7,0,2007,2,578,144,105
139000,20,9000,6,5,1956,1956,74,616,580,1196,1196,0,1196,1,1,0,2,6,1,1956,1,297,0,44
108000,20,8777,4,5,1949,2003,0,0,0,0,1126,0,1126,0,2,0,2,5,0,2002,2,520,0,96
84000,20,11500,4,3,1957,1957,0,0,0,0,845,0,845,0,1,0,3,5,0,1957,1,290,186,0
172000,60,11075,5,4,1969,1969,232,562,29,784,1168,800,1968,0,2,1,4,7,1,1969,2,530,305,189
104900,50,9738,5,7,1924,1950,0,392,392,784,949,272,1221,1,1,0,4,7,0,1965,1,392,0,0
114504,70,3600,6,7,1910,1993,0,0,684,684,684,684,1368,0,1,0,3,7,0,1930,1,216,0,158
106000,160,1869,6,6,1970,1970,127,321,162,483,483,504,987,0,1,1,2,5,0,1987,1,280,0,0
179900,20,10357,7,5,1990,1991,0,738,172,910,1442,0,1442,1,2,0,3,6,1,1990,2,719,0,244
102000,20,8877,4,5,1951,1951,0,836,0,836,1220,0,1220,0,1,0,2,6,0,1951,2,396,0,0
190000,20,8487,7,5,2004,2004,210,20,1480,1500,1500,0,1500,0,2,0,3,6,0,2004,2,570,192,36
340000,60,16545,8,5,1998,1998,731,781,503,1284,1310,1140,2450,1,2,1,3,7,1,1998,3,1069,0,126
180000,20,19900,7,5,1970,1989,287,912,1035,1947,2207,0,2207,1,2,0,3,7,1,1970,2,576,301,0
206000,20,6762,7,5,2006,2006,24,686,501,1187,1208,0,1208,1,2,0,2,6,0,2006,2,632,105,61
131500,50,12150,5,5,1954,1954,335,0,1050,1050,1050,745,1795,0,2,0,4,7,0,1954,1,352,0,0
150000,90,7711,4,3,1977,1977,0,1440,0,1440,1440,0,1440,2,2,0,4,8,0,1980,0,0,321,0
186000,20,10420,6,5,2009,2009,0,36,1176,1212,1212,0,1212,0,2,0,3,6,0,2009,2,460,100,22
116900,50,5700,7,7,1926,1950,0,0,572,572,572,539,1111,0,1,0,2,5,1,1982,1,288,0,0
299800,60,8963,8,9,1976,1996,289,575,487,1142,1175,1540,2715,0,3,1,4,11,2,1994,2,831,0,204
188000,60,8924,7,5,1998,1999,0,0,880,880,880,844,1724,0,2,1,3,8,0,1998,2,527,120,155
143000,20,9790,6,5,1963,1963,451,569,678,1328,1328,0,1328,1,1,1,3,6,2,1963,2,528,0,26
138500,20,8400,5,5,1968,1968,168,1016,36,1052,1052,0,1052,1,1,1,3,5,0,1968,1,288,356,0
260000,60,16059,8,5,1991,1992,284,0,1288,1288,1301,1116,2417,0,2,1,4,9,1,1991,2,462,127,82
119000,20,8190,4,6,1954,1954,0,732,216,948,948,0,948,1,1,0,3,5,1,1956,1,280,0,36
167500,70,11414,7,8,1910,1993,0,0,728,728,1136,883,2019,0,1,0,3,8,0,1997,2,532,509,135
85500,30,5900,4,7,1923,1958,0,0,440,440,869,0,869,0,1,0,2,4,0,1980,0,0,0,0
209500,120,4590,8,5,2006,2006,108,24,1530,1554,1554,0,1554,0,2,0,2,6,1,2006,2,627,156,73
206900,60,11075,6,5,1969,1969,0,500,176,952,1092,1020,2112,0,2,1,4,9,2,1969,2,576,280,0
112000,30,25339,5,7,1918,2007,0,0,816,816,1416,0,1416,0,2,0,3,7,0,2007,2,576,0,0
193000,60,7415,6,5,2004,2004,0,759,80,839,864,729,1593,1,2,1,3,8,1,2004,2,398,100,75
197500,20,9360,6,7,1972,2006,0,982,179,1161,1381,0,1381,1,1,1,3,5,1,1972,2,676,0,0
139000,20,9600,6,6,1958,1988,183,620,0,1240,1632,0,1632,1,2,0,3,6,1,1958,1,338,289,0
119750,30,6305,5,7,1938,1950,0,0,920,920,954,0,954,0,1,0,2,5,1,1938,1,240,0,0
198500,85,7301,7,5,2003,2003,500,0,0,0,495,1427,1922,0,3,0,4,7,1,2003,2,672,0,0
135000,20,7064,5,6,1977,1977,153,560,420,980,980,0,980,0,1,0,3,6,0,1986,2,484,192,0
223500,60,11250,7,5,2001,2002,162,486,434,920,920,866,1786,1,2,1,3,6,1,2001,2,608,0,42
307000,20,10084,8,5,2004,2005,186,1369,317,1686,1694,0,1694,1,2,0,3,7,1,2004,2,636,255,57
132000,20,8000,6,6,1948,2002,0,680,292,972,972,0,972,1,1,0,2,5,1,1948,1,240,0,0
168000,20,14175,5,6,1956,1987,0,988,200,1188,1437,0,1437,1,1,1,3,6,1,1999,2,576,304,0
287000,60,9240,8,5,2001,2002,396,0,1055,1055,1055,1208,2263,0,2,1,3,7,1,2001,2,905,0,45
197000,60,11584,7,6,1979,1979,96,315,114,539,1040,685,1725,0,2,1,3,6,1,1979,2,550,0,88
134450,20,10011,5,6,1957,1996,64,360,710,1070,1236,0,1236,0,1,0,2,6,1,1957,1,447,0,0
133700,20,7560,5,5,1959,1959,0,369,671,1040,1040,0,1040,0,1,0,3,6,0,1959,1,286,140,0
306000,20,11478,8,5,2007,2008,200,1218,486,1704,1704,0,1704,1,2,0,3,7,1,2008,3,772,0,50
180000,20,11361,6,5,1976,1976,160,644,549,1193,1523,0,1523,0,2,0,3,7,1,1976,2,478,0,0
232600,20,11216,8,5,2006,2006,0,0,1489,1489,1489,0,1489,0,2,0,3,7,1,2006,2,776,0,140
175900,120,3635,7,5,2007,2007,130,988,398,1386,1569,0,1569,0,2,0,1,7,1,2007,3,660,143,20
178000,20,9100,7,5,2001,2001,0,0,1212,1212,1212,0,1212,0,2,0,3,6,0,2001,2,573,356,0
227000,20,9808,7,5,2002,2002,110,788,785,1573,1573,0,1573,1,2,0,3,6,0,2002,2,544,0,72
165150,60,10400,6,5,1972,1972,288,247,485,732,1012,778,1790,1,1,2,4,8,1,1972,2,484,148,0
223500,70,21384,5,6,1923,2004,0,1309,15,1324,1072,504,1576,2,1,1,3,6,1,1923,2,528,0,312
207500,60,8791,6,5,2003,2003,0,503,361,864,864,864,1728,0,2,1,3,7,0,2003,2,673,216,56
256300,20,14230,8,5,2007,2007,640,0,1566,1566,1600,0,1600,0,2,0,3,7,1,2007,3,890,0,56
377426,20,14157,9,5,2005,2006,200,1249,673,1922,1922,0,1922,1,2,0,3,8,1,2005,3,676,178,51
224500,60,13159,7,5,2009,2009,0,0,846,846,846,846,1692,0,2,1,3,6,0,2009,2,650,208,114
249700,20,11096,8,5,2006,2006,0,24,1632,1656,1656,0,1656,0,2,0,3,7,0,2006,3,826,0,146
100000,30,10800,4,7,1885,1995,0,0,641,641,1047,0,1047,0,1,0,2,6,0,1954,1,273,0,0
437154,60,20431,9,5,2005,2006,870,1410,438,1848,1848,880,2728,1,2,1,4,10,2,2006,3,706,0,0
180500,20,10175,6,5,1964,1964,272,490,935,1425,1425,0,1425,0,2,0,3,7,1,1964,2,576,0,0
121000,30,8854,6,6,1916,1950,0,0,952,952,952,0,952,0,1,0,2,4,1,1916,1,192,0,98
156000,20,13568,5,5,1995,1995,0,716,274,990,990,0,990,0,1,0,3,5,0,1996,2,576,224,0
180000,80,21453,6,5,1969,1969,0,938,0,938,988,0,988,1,1,0,1,4,2,1969,2,540,0,130
107000,20,8900,4,4,1966,1966,0,1056,0,1056,1056,0,1056,1,1,0,2,5,0,1966,1,384,0,42
377500,20,14892,9,5,2006,2007,160,1320,426,1746,1746,0,1746,1,2,0,3,7,2,2006,3,758,201,39
185000,60,10141,7,5,1998,1998,40,0,832,832,885,833,1718,0,2,1,3,7,1,1998,2,427,0,94
175000,80,12886,5,6,1963,1999,0,444,76,520,1464,0,1464,0,2,0,3,6,1,1997,2,480,302,0
195000,60,8935,7,5,2002,2002,95,0,831,831,831,829,1660,0,2,1,3,7,0,2002,2,493,144,68
319900,120,7658,9,5,2005,2005,412,456,1296,1752,1752,0,1752,1,2,0,2,6,1,2005,2,576,196,82
190000,90,18890,5,5,1977,1977,1,498,652,1361,1361,1259,2620,0,2,2,4,12,1,1977,2,600,155,24
184750,60,40094,10,5,2007,2008,762,2260,878,3138,3138,1538,4676,1,3,1,3,11,1,2007,3,884,208,406
109500,45,6130,5,6,1924,1950,0,784,0,784,784,0,784,1,1,0,2,5,0,1980,0,0,0,0
129000,20,6970,4,5,1961,1961,0,932,108,1040,1120,0,1120,1,1,1,3,5,0,1961,2,544,168,0
148000,20,11235,4,5,1963,1979,51,547,504,1051,1382,0,1382,0,1,1,3,6,1,1974,2,459,0,82
158900,60,11616,6,5,1978,1978,328,438,234,672,672,714,1386,0,2,1,3,6,1,1978,2,440,335,0
39300,20,5000,1,3,1946,1950,0,0,0,0,334,0,334,0,1,0,1,2,0,1980,0,0,0,0
151000,160,3182,7,5,2004,2005,0,0,600,600,600,600,1200,0,2,1,2,4,0,2004,2,480,0,172
178740,120,3072,7,5,2004,2004,18,0,1375,1375,1414,0,1414,0,2,0,2,6,1,2004,2,398,144,20
124000,90,8944,5,5,1967,1967,0,0,1584,1584,1584,0,1584,0,2,0,4,8,0,1967,3,792,0,152
230000,70,11435,8,7,1929,1950,0,0,792,792,792,725,1517,0,1,0,3,7,2,1931,2,400,0,0
145000,20,11040,6,7,1971,2004,144,656,602,1258,1258,0,1258,0,2,0,3,5,0,1971,2,528,55,0
125500,20,6173,5,6,1967,1967,75,599,277,876,902,0,902,0,1,0,3,6,0,1967,1,288,0,0
158000,20,13072,6,5,2004,2004,0,941,217,1158,1158,0,1158,1,1,1,3,5,0,2006,2,576,0,50
163500,30,13360,5,7,1921,2006,0,713,163,876,964,0,964,1,1,0,2,5,0,1921,2,432,0,0
129000,60,18450,6,5,1965,1979,113,187,111,1021,1465,915,2380,0,2,1,3,7,1,1965,2,596,0,265
194500,20,7314,7,5,2007,2007,82,724,508,1232,1232,0,1232,1,2,0,2,6,0,2007,2,632,132,0
127000,20,7180,5,7,1972,1972,0,390,474,864,864,0,864,0,1,0,3,5,0,1989,1,352,0,0
228500,60,11287,7,6,1989,1989,340,421,386,807,1175,807,1982,0,2,1,3,7,1,1989,2,575,0,84
280000,60,12011,8,5,1998,1998,530,956,130,1086,1086,838,1924,1,2,1,3,7,1,1998,2,592,208,75
234000,70,10918,7,9,1926,2004,0,0,1276,1276,1276,804,2080,0,1,1,3,9,2,1926,1,282,0,0
175000,60,7917,6,5,1999,2000,0,0,953,953,953,694,1647,0,2,1,3,7,1,1999,2,460,0,40
193000,120,8012,6,5,1993,1994,0,165,598,1604,1617,0,1617,1,2,0,2,5,1,1993,2,533,0,69
120000,20,9060,5,6,1957,2006,98,0,0,0,1340,0,1340,0,1,0,3,7,1,1957,1,252,116,0
395192,20,10159,9,5,2009,2010,450,1646,284,1930,1940,0,1940,1,2,1,3,8,1,2010,3,606,168,95
136900,50,9525,6,4,1954,1972,0,444,550,994,1216,639,1855,0,2,0,4,7,0,1954,1,325,182,0
144000,85,9180,5,7,1983,1983,0,747,0,840,884,0,884,1,1,0,2,5,0,1983,2,504,240,0
175500,160,2628,7,5,2003,2003,106,0,764,764,764,862,1626,0,2,1,2,6,0,2003,2,474,0,27
110000,50,3500,5,7,1947,1950,0,312,408,720,720,564,1284,0,1,1,2,5,0,1948,1,240,0,35
255900,60,11250,8,5,2002,2002,0,0,1128,1128,1149,1141,2290,0,2,1,4,9,1,2002,2,779,0,0
110000,90,8472,5,5,1963,1963,0,104,0,816,816,0,816,1,1,0,2,5,0,1963,2,516,106,0
229000,50,13837,7,5,1988,1988,178,1002,0,1204,1377,806,2183,0,2,1,4,9,0,1988,3,786,0,0
124900,50,8820,5,6,1890,1996,0,1088,0,1088,1188,561,1869,0,1,0,2,7,0,1963,2,456,48,0
164000,75,7128,7,5,1941,1950,0,364,554,918,918,728,1646,0,2,0,4,7,2,1941,1,240,0,0
257000,20,10994,8,5,2005,2006,366,976,868,1844,1844,0,1844,1,2,0,2,7,1,2005,2,620,165,44
239000,20,10991,8,5,2007,2007,80,0,1571,1571,1571,0,1571,0,2,0,3,7,1,2007,3,722,100,36
200000,50,11426,7,5,2003,2003,0,0,1362,1362,1362,720,2082,0,2,1,3,6,0,2003,2,484,280,238
171000,90,11070,7,5,1988,1989,70,0,1907,1907,1959,0,1959,0,3,0,5,9,0,1989,3,766,0,0
285000,60,11999,8,5,2003,2004,340,0,1181,1181,1234,1140,2374,0,2,1,4,10,1,2003,3,656,104,100
193500,60,13000,6,6,1968,1968,576,448,448,896,1182,960,2142,0,2,1,4,8,1,1968,1,509,0,72
144152,160,3180,7,5,2005,2005,0,0,600,600,520,600,1200,0,2,1,2,4,0,2005,2,480,0,166
250000,60,9375,8,5,2003,2004,768,0,1053,1053,1053,939,1992,0,2,1,3,9,1,2003,2,648,140,45
248000,60,11000,8,5,2000,2000,72,0,969,969,997,1288,2285,0,2,1,4,8,1,2000,3,648,0,56
302000,20,115149,7,5,1971,2002,351,1219,424,1643,1824,0,1824,1,2,0,2,5,2,1971,2,739,380,48
326000,20,16033,9,5,2004,2005,378,1261,572,1833,1850,0,1850,1,2,0,3,8,1,2004,3,772,519,112
127500,190,10106,5,7,1940,1999,0,351,112,644,808,547,1355,1,2,0,4,6,0,1980,0,0,140,0
180000,60,11317,7,5,2003,2003,101,0,840,840,840,828,1668,0,2,1,3,8,0,2003,2,500,144,68
89500,50,7920,6,7,1920,1950,0,0,319,319,1035,371,1406,0,1,0,3,6,0,1980,0,0,0,144
190000,20,16492,6,6,1966,2002,0,247,557,1517,1888,0,1888,0,2,1,2,6,1,1966,2,578,0,0
189000,120,4671,8,5,1988,1989,0,767,461,1228,1228,0,1228,1,2,0,2,5,1,1988,2,472,168,120
192000,60,9042,6,5,1998,1998,0,828,115,943,943,695,1638,1,2,1,3,7,2,1998,2,472,100,38
94750,20,10921,4,5,1965,1965,48,520,440,960,960,0,960,1,1,0,3,6,0,1965,1,432,120,0
320000,20,13286,9,5,2007,2008,340,1234,464,1698,1698,0,1698,1,2,0,3,8,1,2007,3,768,327,64
128000,20,9920,5,5,1954,1954,110,354,412,1056,1063,0,1063,1,1,0,3,6,0,1954,1,280,0,0
135000,20,6993,5,7,1961,1994,0,465,447,912,1236,0,1236,0,1,0,3,6,1,1961,1,288,0,0
118964,90,7018,5,5,1979,1979,0,0,0,0,1535,0,1535,0,2,0,4,8,0,1979,2,410,0,0
81000,180,1890,4,7,1972,1972,0,495,135,630,630,0,630,1,1,0,1,3,0,1980,0,0,88,0
88000,160,2217,4,4,1970,1970,0,273,0,546,546,546,1092,0,1,1,3,6,0,1970,1,286,238,0
325000,20,13173,9,5,2006,2007,300,1572,80,1652,1652,0,1652,1,2,0,2,6,2,2006,2,840,404,102
139950,20,7875,5,6,1961,1961,136,572,572,1144,1144,0,1144,1,1,0,3,6,0,1961,2,456,0,0
147000,20,9986,8,5,2006,2007,428,0,1795,1795,1795,0,1795,0,2,0,2,7,1,2007,3,895,0,49
205000,20,13704,7,5,2001,2002,150,0,1541,1541,1541,0,1541,0,2,0,3,6,1,2001,3,843,468,81
127000,80,7910,5,5,1960,1960,0,666,409,1075,1507,0,1507,0,2,0,4,7,0,1960,1,404,0,0
174000,160,2645,8,5,1999,2000,456,0,776,776,764,677,1441,0,2,1,2,5,0,1999,2,492,206,0
191000,20,9382,7,5,1999,2000,125,0,1468,1468,1479,0,1479,0,2,0,3,6,0,1999,2,577,120,25
89500,160,1680,6,3,1971,1971,604,358,125,483,483,504,987,0,1,1,2,5,0,1971,1,264,0,0
113000,30,9340,4,6,1941,1950,0,344,328,672,672,0,672,1,1,0,2,4,0,1941,1,234,0,113
179500,75,8400,5,8,1939,1997,0,378,342,720,1052,720,2192,0,2,1,4,8,1,1939,1,240,262,24
305900,20,10386,8,5,2004,2005,246,1464,536,2000,2000,0,2000,1,2,0,3,8,0,2004,3,888,168,0
155000,20,8536,5,5,2006,2007,0,0,1125,1125,1125,0,1125,0,1,1,2,5,0,2007,2,430,80,64
93000,20,8335,5,5,1954,1954,0,0,0,0,1124,0,1124,0,1,0,3,5,1,1980,0,0,0,36
257500,20,14442,6,7,1957,2004,106,1186,291,1477,1839,0,1839,1,2,0,3,7,2,1957,2,416,0,87
277000,50,159000,6,7,1958,2006,472,697,747,1444,1444,700,2144,0,2,0,4,7,2,1958,2,389,0,98
328000,60,14000,7,5,1996,1997,0,1201,105,1306,1306,954,2260,1,2,1,3,7,0,1996,2,533,296,44
165000,60,9500,6,6,1964,1978,272,442,374,816,1127,850,1977,0,1,1,4,9,1,1964,2,540,0,52
129500,20,7599,4,6,1982,2006,0,565,280,845,845,0,845,1,1,0,2,4,0,1987,2,360,0,0
204750,60,9337,6,5,1997,1997,0,648,176,824,905,881,1786,1,2,1,3,7,0,1997,2,684,0,162
191000,70,11526,6,7,1922,1994,0,0,588,588,1423,748,2555,0,2,0,3,11,1,1993,2,672,431,0
165500,20,10552,5,5,1959,1959,0,1018,380,1398,1700,0,1700,0,1,1,4,6,1,1959,2,447,0,38
173000,60,10852,6,5,2000,2000,0,786,173,959,959,712,1671,1,2,1,3,7,1,2000,2,472,0,38
119500,50,8600,6,6,1937,1950,0,0,780,780,780,596,1376,0,2,0,3,7,1,1937,1,198,0,0
127500,20,9855,6,5,1956,1956,0,0,1436,1436,1689,0,1689,0,1,0,3,7,1,1956,2,480,0,0
159500,70,10800,7,8,1890,1998,0,0,718,718,1576,978,2554,0,1,1,3,8,0,1996,2,704,0,48
153900,50,12665,5,8,1915,1950,0,0,876,876,876,540,1416,0,1,1,4,7,1,1949,3,720,418,0
129900,20,7100,5,7,1957,1957,0,708,108,816,816,0,816,1,1,0,2,5,0,1957,1,308,0,0
152000,20,10400,7,5,1976,1976,189,0,1090,1090,1370,0,1370,0,2,0,3,6,1,1976,2,479,0,0
185000,20,11717,6,6,1970,1970,571,0,1442,1442,1442,0,1442,0,2,0,2,6,1,1970,2,615,371,0
127000,50,8635,5,5,1948,2001,0,336,295,672,1072,213,1285,1,1,0,2,6,0,1948,1,240,0,0
168500,80,8530,7,5,1995,1996,22,0,384,384,804,670,1474,0,2,1,3,7,1,1995,2,400,120,72
269790,60,9920,7,5,1996,1997,0,862,255,1117,1127,886,2013,1,2,1,3,8,1,1997,2,455,180,130
245000,20,10206,8,5,2007,2007,468,33,1530,1563,1563,0,1563,0,2,0,3,6,1,2007,3,758,144,99
256000,20,53227,4,6,1954,1994,0,1116,248,1364,1663,0,1663,1,1,0,2,6,2,1954,2,529,224,137
135000,50,10800,4,4,1949,1950,0,0,720,720,720,472,1192,0,1,1,4,6,0,1980,0,0,0,0
87000,70,9600,4,2,1900,1950,0,0,1095,1095,1095,679,1774,1,2,0,4,8,0,1920,3,779,0,0
239799,60,8760,7,5,2006,2006,0,464,927,1391,1391,571,1962,0,2,1,3,7,0,2006,3,868,0,90
176485,20,8993,7,5,2007,2007,0,0,1302,1302,1302,0,1302,0,2,0,3,6,0,2007,2,436,0,22
116000,50,4400,6,8,1920,1950,0,0,648,648,734,384,1118,0,1,0,2,6,0,1990,2,440,0,0
370878,20,9187,9,5,2009,2009,162,1121,645,1766,1766,0,1766,1,2,1,2,7,1,2009,3,478,195,130
176000,20,7875,7,5,1995,1996,38,0,1237,1237,1253,0,1253,0,2,0,3,6,1,1995,2,402,220,21
152000,20,9672,6,5,1984,1985,0,338,702,1040,1097,0,1097,0,2,0,3,6,0,1986,2,480,0,0
149900,20,12537,5,6,1971,2008,0,734,344,1078,1078,0,1078,1,1,1,3,6,1,1971,2,500,0,0
168000,60,10364,6,5,1995,1996,0,0,806,806,806,766,1572,0,2,1,3,7,1,1995,2,373,0,40
260000,40,23595,7,6,1979,1979,0,1258,74,1332,1332,192,1524,2,0,1,0,4,1,1979,2,586,268,0
214000,60,8755,7,5,1999,1999,298,772,220,992,1022,1038,2060,1,2,1,3,8,1,1999,2,390,0,0
137500,20,14375,6,6,1958,1958,541,111,354,819,1344,0,1344,0,1,0,3,7,1,1958,2,525,0,118
169500,50,7758,7,4,1931,1950,600,224,816,1040,1226,592,1818,0,1,1,4,7,2,1951,1,240,0,0
118500,20,7943,4,5,1961,1961,192,903,126,1029,1029,0,1029,1,1,0,3,5,0,1961,1,261,64,0
151400,160,3964,6,4,1973,1973,0,837,105,942,1291,1230,2521,1,2,1,5,10,1,1973,2,576,728,20
173900,60,8846,6,5,2005,2006,0,0,750,750,750,750,1500,0,2,1,3,6,0,2005,2,564,0,35
268000,20,15865,8,6,1970,1970,0,351,1043,2217,2217,0,2217,1,2,0,4,8,1,1970,2,621,81,207
202500,120,6442,8,5,2006,2006,178,24,1346,1370,1370,0,1370,0,2,0,2,6,1,2006,2,484,120,49
185000,20,7200,6,5,2006,2006,68,905,357,1262,1262,0,1262,0,2,0,2,5,0,2006,2,572,0,120
214900,60,11316,7,5,2002,2003,44,624,193,817,824,1070,1894,1,2,1,4,8,1,2002,2,510,0,40
